epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
EPIC 216494238,2MASS J19262288-2214514,EPIC 216494238.01,,291.595337,0.000000,19h26m22.88s,-22.247662,0.000000,-22d14m51.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,7,,,,,,,,,,,,,,,,,,,,,,1.45,,,0,,,,,12.302,,0,13.269,0.010,0,12.536,0.040,0,,,,12.850,0.020,0,12.320,0.020,0,12.067,0.040,0,,,,11.141,0.021,0,10.854,0.024,0,10.765,0.019,0,10.726,0.023,0,10.779,0.021,0,10.537,0.122,0,8.579,,-1,0.733,0.041,0,0.287,0.032,0,0.089,0.031,0,0.376,0.028,0,,,19.89526800,0.00067600,-0.00068600,0,2457327.475730,0.000940,-0.000912,0,,,,,0.3412000,0.0050000,-0.0029000,0,,,,,0.3700,0.1900,-0.2500,0,,,,,5.37000,0.14000,-0.08000,0,0.760,0.110,-0.090,0,8.500,1.200,-1.000,0,,,,,1
EPIC 219388192,2MASS J19173402-1652177,EPIC 219388192.01,,289.391815,0.000000,19h17m34.04s,-16.871611,0.000000,-16d52m17.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,7,,,,,,,,,,,,,,,,,,,,,,1.00,,,0,,,,,12.336,,0,13.284,0.020,0,12.535,0.020,0,,,,12.854,0.030,0,12.348,0.020,0,12.114,0.050,0,,,,11.073,0.023,0,10.734,0.021,0,10.666,0.021,0,10.610,0.022,0,10.631,0.020,0,10.606,0.115,0,8.925,,-1,0.749,0.028,0,0.339,0.031,0,0.068,0.030,0,0.407,0.031,0,,,5.29266000,0.00008400,-0.00008200,0,2457314.573140,0.000580,-0.000586,0,,,,,0.1375000,0.0013000,-0.0008000,0,,,,,0.1600,0.1500,-0.1100,0,,,,,8.79000,0.09000,-0.05000,0,0.860,0.060,-0.040,0,9.600,0.700,-0.500,0,,,,,1
EPIC 218621322,2MASS J19015251-1828044,EPIC 218621322.01,,285.468811,0.000000,19h01m52.51s,-18.467922,0.000000,-18d28m04.5s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.00,,,0,,,,,12.396,,0,13.332,0.020,0,12.532,0.030,0,,,,12.898,0.020,0,12.310,0.030,0,12.181,0.130,0,,,,11.005,0.024,0,10.644,0.024,0,10.586,0.023,0,10.460,0.023,0,10.523,0.021,0,10.572,0.115,0,8.517,,-1,0.800,0.036,0,0.361,0.034,0,0.058,0.033,0,0.419,0.033,0,,,11.58750200,0.00173300,-0.00178700,0,2457316.045430,0.004432,-0.004537,0,,,,,0.1625000,0.0304000,-0.1625000,0,,,,,1.1700,0.5100,-0.2100,0,,,,,20.20000,46.42000,-15.46000,0,1.950,4.510,-1.510,0,21.900,50.500,-16.900,0,,,,,1
EPIC 216892056,2MASS J19264156-2132203,EPIC 216892056.01,,291.673187,0.000000,19h26m41.56s,-21.539055,0.000000,-21d32m20.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.42,,,0,,,,,12.503,,0,14.948,0.020,0,13.499,0.033,0,,,,14.232,0.020,0,12.988,0.010,0,11.762,0.010,0,,,,9.971,0.023,0,9.372,0.024,0,9.129,0.021,0,,,,,,,,,,,,,1.449,0.039,0,0.599,0.033,0,0.243,0.032,0,0.842,0.031,0,,,2.78600800,0.00005900,-0.00005100,0,2457311.404030,0.000737,-0.000815,0,,,,,0.0208000,0.0025000,-0.0013000,0,,,,,0.4600,0.3200,-0.3100,0,,,,,4.13000,0.43000,-0.21000,0,0.170,0.070,-0.070,0,1.900,0.800,-0.800,0,,,,,1
EPIC 217192839,2MASS J19120646-2100274,EPIC 217192839.01,,288.026917,0.000000,19h12m06.46s,-21.007643,0.000000,-21d00m27.5s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,7,,,,,,,,,,,,,,,,,,,,,,0.70,,,0,,,,,12.601,,0,14.063,0.010,0,13.010,0.010,0,,,,13.553,0.010,0,12.587,0.010,0,12.194,0.030,0,,,,10.970,0.021,0,10.390,0.025,0,10.302,0.021,0,10.241,0.024,0,10.273,0.022,0,10.106,0.113,0,7.741,,-1,1.053,0.014,0,0.580,0.033,0,0.088,0.033,0,0.668,0.030,0,,,16.03847400,0.00297500,-0.00305700,0,2457320.325000,0.005179,-0.004901,0,,,,,0.1279000,0.0092000,-0.0083000,0,,,,,0.4800,0.3200,-0.3200,0,,,,,2.60000,0.31000,-0.15000,0,0.180,0.040,-0.030,0,2.000,0.400,-0.300,0,,,,,1
EPIC 218131080,2MASS J19164857-1921212,EPIC 218131080.01,HATS-12 b,289.202393,0.000000,19h16m48.57s,-19.355907,0.000000,-19d21m21.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,7,,,,,,,,,,,,,,,,,,,,,,1.22,,,0,,,,,12.700,,0,13.284,0.010,0,12.767,0.020,0,,,,12.959,0.010,0,12.649,0.020,0,12.589,0.020,0,,,,11.725,0.023,0,11.507,0.024,0,11.391,0.023,0,11.392,0.023,0,11.420,0.024,0,11.991,0.456,0,8.799,,-1,0.517,0.022,0,0.218,0.033,0,0.116,0.033,0,0.334,0.033,0,,,3.14272000,0.00005200,-0.00005100,0,2457311.238600,0.000678,-0.000664,0,,,,,0.1867000,0.0013000,-0.0008000,0,,,,,0.2100,0.1800,-0.1500,0,,,,,5.87000,0.08000,-0.04000,0,0.700,0.080,-0.050,0,7.800,0.900,-0.600,0,,,,,1
EPIC 216468514,2MASS J18595649-2217363,EPIC 216468514.01,K2-107 b,284.985382,0.000000,18h59m56.49s,-22.293402,0.000000,-22d17m36.2s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,7,,,,,,,,,,,,,,,,,,,,,,1.73,,,0,,,,,12.749,,0,13.639,0.043,0,12.917,0.031,0,,,,13.281,0.032,0,12.740,0.041,0,12.521,0.061,0,,,,11.564,0.021,0,11.257,0.025,0,11.210,0.021,0,11.165,0.022,0,11.207,0.022,0,11.096,0.187,0,8.123,,-1,0.722,0.053,0,0.307,0.033,0,0.047,0.033,0,0.354,0.030,0,,,3.31394400,0.00002300,-0.00002400,0,2457311.152000,0.000289,-0.000285,0,,,,,0.1242000,0.0025000,-0.0021000,0,,,,,0.5000,0.1300,-0.2100,0,,,,,7.64000,0.19000,-0.18000,0,1.280,0.200,-0.170,0,14.400,2.200,-1.900,0,,,,,1
EPIC 219420915,2MASS J19100261-1647365,EPIC 219420915.01,,287.510864,0.000000,19h10m02.61s,-16.793495,0.000000,-16d47m36.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.30,,,0,,,,,12.847,,0,13.811,0.010,0,13.057,0.040,0,,,,13.368,0.040,0,12.842,0.030,0,12.623,0.050,0,,,,11.601,0.023,0,11.251,0.023,0,11.135,0.021,0,11.045,0.023,0,11.069,0.023,0,10.813,0.183,0,8.106,,-1,0.754,0.041,0,0.350,0.033,0,0.116,0.031,0,0.466,0.031,0,,,0.51501300,0.00000600,-0.00000600,0,2457311.330640,0.000483,-0.000463,0,,,,,0.0000000,0.0000000,0.0000000,0,,,,,1.3100,0.1100,-0.1000,0,,,,,18.38000,7.76000,-4.18000,0,2.330,1.030,-0.590,0,26.100,11.600,-6.600,0,,,,,1
EPIC 216334329,2MASS J19121838-2232037,EPIC 216334329.01,,288.076660,0.000000,19h12m18.40s,-22.534388,0.000000,-22d32m03.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.54,,,0,,,,,12.896,,0,13.934,0.044,0,13.150,0.032,0,,,,13.491,0.032,0,12.917,0.041,0,12.641,0.020,0,,,,11.698,0.022,0,11.413,0.026,0,11.268,0.023,0,11.216,0.023,0,11.280,0.022,0,10.500,0.195,0,7.457,,-1,0.784,0.054,0,0.285,0.034,0,0.145,0.035,0,0.430,0.032,0,,,28.07748400,0.00211500,-0.00219900,0,2457316.765560,0.003000,-0.002847,0,,,,,0.1508000,0.0083000,-0.0075000,0,,,,,1.3500,0.4100,-0.2800,0,,,,,39.99000,40.06000,-26.41000,0,6.000,6.080,-4.020,0,67.300,68.100,-45.100,0,,,,,1
EPIC 219256848,,EPIC 219256848.01,,285.678833,0.000000,19h02m42.92s,-17.177280,0.000000,-17d10m38.2s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,11.57,,,0,,,,,13.068,,0,14.541,0.020,0,13.509,0.033,0,,,,14.030,0.034,0,13.138,0.042,0,12.656,0.062,0,,,,,,,,,,,,,,,,,,,,,,,,,1.032,0.039,0,,,,,,,,,,,,20.94390900,0.00252200,-0.00261500,0,2457325.792170,0.003098,-0.003163,0,,,,,0.1454000,0.0079000,-0.0075000,0,,,,,1.3900,0.3700,-0.3100,0,,,,,46.86000,35.73000,-28.86000,0,52.730,40.490,-32.760,0,591.100,453.800,-367.200,0,,,,,1
EPIC 217671466,2MASS J19231442-2009587,EPIC 217671466.01,HATS-9 b,290.810120,0.000000,19h23m14.43s,-20.166346,0.000000,-20d09m58.8s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.94,,,0,,,,,13.095,,0,14.080,0.010,0,13.276,0.010,0,,,,13.631,0.033,0,13.072,0.030,0,12.865,0.010,0,,,,11.885,0.018,0,11.558,0.025,0,11.479,0.020,0,11.433,0.023,0,11.539,0.023,0,11.032,0.141,0,8.768,0.489,0,0.804,0.014,0,0.327,0.031,0,0.079,0.032,0,0.406,0.027,0,,,1.91529800,0.00001800,-0.00001800,0,2457311.751330,0.000374,-0.000384,0,,,,,0.1483000,0.0008000,-0.0004000,0,,,,,0.1300,0.1200,-0.0900,0,,,,,8.13000,0.09000,-0.04000,0,1.530,0.260,-0.200,0,17.200,2.900,-2.200,0,,,,,1
EPIC 215389654,2MASS J18541190-2419148,EPIC 215389654.01,,283.549622,0.000000,18h54m11.91s,-24.320801,0.000000,-24d19m14.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.97,,,0,,,,,13.229,,0,14.588,0.048,0,13.565,0.033,0,,,,14.085,0.034,0,13.288,0.042,0,12.862,0.063,0,,,,11.717,0.023,0,11.311,0.024,0,11.173,0.026,0,11.126,0.023,0,11.164,0.023,0,11.172,0.180,0,8.639,0.491,0,1.023,0.058,0,0.406,0.033,0,0.138,0.035,0,0.544,0.035,0,,,23.51081100,0.00145600,-0.00142700,0,2457333.448280,0.001839,-0.001851,0,,,,,0.3575000,0.0046000,-0.0050000,0,,,,,0.2000,0.1600,-0.1400,0,,,,,17.41000,0.27000,-0.11000,0,1.640,0.160,-0.110,0,18.400,1.800,-1.200,0,,,,,1
EPIC 213840781,2MASS J19221466-2807044,EPIC 213840781.01,,290.561127,0.000000,19h22m14.67s,-28.117920,0.000000,-28d07m04.5s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.76,,,0,,,,,13.727,,0,14.976,0.010,0,14.087,0.080,0,,,,14.483,0.030,0,13.727,0.020,0,13.404,0.110,0,,,,12.342,0.030,0,11.926,0.026,0,11.787,0.026,0,11.728,0.023,0,11.772,0.022,0,11.647,0.340,0,8.755,,-1,0.889,0.081,0,0.416,0.040,0,0.139,0.037,0,0.555,0.040,0,,,12.36453100,0.00030700,-0.00037500,0,2457323.027400,0.000564,-0.000486,0,,,,,0.1192000,0.0037000,-0.0050000,0,,,,,1.0300,0.3100,-0.2300,0,,,,,43.63000,26.02000,-15.25000,0,3.240,2.320,-1.720,0,36.300,26.000,-19.300,0,,,,,1
EPIC 216414930,2MASS J19173618-2223236,EPIC 216414930.01,HATS-11 b,289.400757,0.000000,19h17m36.18s,-22.389927,0.000000,-22d23m23.7s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.89,,,0,,,,,13.737,,0,14.657,0.020,0,14.018,0.080,0,,,,14.260,0.010,0,13.870,0.040,0,13.512,0.230,0,,,,12.647,0.023,0,12.315,0.025,0,12.243,0.025,0,12.183,0.024,0,12.224,0.025,0,12.355,0.452,0,8.971,,-1,0.639,0.082,0,0.332,0.034,0,0.072,0.035,0,0.404,0.034,0,,,3.61919200,0.00003200,-0.00003100,0,2457313.273660,0.000362,-0.000349,0,,,,,0.1842000,0.0004000,-0.0004000,0,,,,,0.0700,0.0800,-0.0500,0,,,,,10.52000,0.05000,-0.03000,0,0.910,0.370,-0.370,0,10.200,4.100,-4.100,0,,,,,1
EPIC 215358983,2MASS J19375524-2423058,EPIC 215358983.01,,294.480225,0.000000,19h37m55.25s,-24.384943,0.000000,-24d23m05.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.10,,,0,,,,,13.786,,0,14.585,0.040,0,13.987,0.040,0,,,,14.195,0.010,0,13.787,0.040,0,13.611,0.120,0,,,,12.689,0.025,0,12.366,0.029,0,12.328,0.030,0,12.266,0.024,0,12.255,0.026,0,12.037,0.362,0,8.653,,-1,0.598,0.057,0,0.323,0.038,0,0.038,0.042,0,0.361,0.039,0,,,6.42171900,0.00016200,-0.00016500,0,2457316.275430,0.000934,-0.000934,0,,,,,0.2550000,0.0017000,-0.0017000,0,,,,,0.1100,0.1100,-0.0800,0,,,,,12.79000,0.13000,-0.07000,0,1.360,0.160,-0.120,0,15.300,1.800,-1.400,0,,,,,1
EPIC 213703832,2MASS J19193041-2832081,EPIC 213703832.01,,289.876740,0.000000,19h19m30.42s,-28.535585,0.000000,-28d32m08.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.75,,,0,,,,,13.870,,0,,,,,,,,,,,,,,,,,,,,,,12.429,0.023,0,11.904,0.021,0,11.853,0.024,0,11.709,0.023,0,11.801,0.021,0,11.391,0.232,0,8.589,,-1,,,,0.525,0.031,0,0.051,0.032,0,0.576,0.033,0,,,0.51551300,0.00002400,-0.00002300,0,2457311.466080,0.001750,-0.001774,0,,,,,0.0546000,0.0046000,-0.0546000,0,,,,,0.6900,0.4600,-0.4800,0,,,,,4.09000,0.96000,-0.51000,0,0.300,0.140,-0.120,0,3.400,1.600,-1.400,0,,,,,1
EPIC 214741009,2MASS J18442777-2545133,EPIC 214741009.01,,281.115753,0.000000,18h44m27.78s,-25.753733,0.000000,-25d45m13.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.73,,,0,,,,,14.012,,0,,,,,,,,,,,,,,,,,,,,,,12.430,0.022,0,11.916,0.021,0,11.788,0.021,0,,,,,,,,,,,,,,,,0.514,0.030,0,0.128,0.030,0,0.642,0.030,0,,,7.26962200,0.00051800,-0.00052100,0,2457316.123090,0.002710,-0.002805,0,,,,,0.0983000,0.0058000,-0.0062000,0,,,,,1.2900,0.4000,-0.3400,0,,,,,41.56000,38.08000,-27.99000,0,2.940,2.940,-2.300,0,32.900,32.900,-25.800,0,,,,,1
EPIC 217149884,2MASS J19223838-2105018,EPIC 217149884.01,,290.659943,0.000000,19h22m38.39s,-21.083879,0.000000,-21d05m02.0s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.90,,,0,,,,,14.216,,0,15.154,0.010,0,14.421,0.030,0,,,,14.717,0.010,0,14.204,0.040,0,14.001,0.010,0,,,,13.055,0.023,0,12.703,0.025,0,12.660,0.029,0,12.627,0.024,0,12.677,0.027,0,12.343,,-1,8.778,,-1,0.733,0.032,0,0.352,0.034,0,0.043,0.038,0,0.395,0.037,0,,,16.69235600,0.00017500,-0.00017600,0,2457315.062660,0.000431,-0.000438,0,,,,,0.2304000,0.0017000,-0.0017000,0,,,,,0.5400,0.0200,-0.0300,0,,,,,17.33000,0.18000,-0.13000,0,1.520,0.610,-0.610,0,17.000,6.800,-6.800,0,,,,,1
EPIC 215969174,2MASS J19255488-2312100,EPIC 215969174.01,HATS-36 b,291.478699,0.000000,19h25m54.89s,-23.202793,0.000000,-23d12m10.1s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.15,,,0,,,,,14.300,,0,15.060,0.030,0,14.386,0.020,0,,,,14.670,0.010,0,14.227,0.010,0,14.141,0.050,0,,,,13.181,0.026,0,12.855,0.025,0,12.809,0.026,0,12.741,0.024,0,12.816,0.029,0,11.815,0.288,0,8.621,,-1,0.674,0.036,0,0.326,0.036,0,0.046,0.036,0,0.372,0.037,0,,,4.17518700,0.00003400,-0.00003400,0,2457314.463070,0.000324,-0.000332,0,,,,,0.1408000,0.0004000,-0.0004000,0,,,,,0.1100,0.1000,-0.0700,0,,,,,10.69000,0.07000,-0.04000,0,1.200,0.130,-0.100,0,13.400,1.500,-1.100,0,,,,,1
EPIC 215101303,2MASS J19173875-2456090,EPIC 215101303.01,,289.411469,0.000000,19h17m38.75s,-24.935858,0.000000,-24d56m09.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.84,,,0,,,,,14.891,,0,15.792,0.040,0,15.079,0.046,0,,,,15.487,0.030,0,14.949,0.040,0,14.635,0.040,0,,,,13.756,0.032,0,13.418,0.034,0,13.306,0.038,0,13.265,0.027,0,13.356,0.037,0,11.847,,-1,8.341,,-1,0.713,0.061,0,0.338,0.047,0,0.112,0.051,0,0.450,0.050,0,,,15.20710100,0.00038900,-0.00039200,0,2457320.839000,0.000880,-0.000846,0,,,,,0.1479000,0.0029000,-0.0021000,0,,,,,0.2800,0.1900,-0.1900,0,,,,,13.85000,0.40000,-0.20000,0,1.130,0.450,-0.450,0,12.700,5.100,-5.100,0,,,,,1
EPIC 213951550,2MASS J19072436-2747319,EPIC 213951550.01,,286.851562,0.000000,19h07m24.38s,-27.792179,0.000000,-27d47m31.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,0.27,,,0,,,,,14.971,,0,,,,,,,,,,,,,,,,,,,,,,12.624,0.026,0,11.971,0.024,0,11.735,0.021,0,11.547,0.022,0,11.464,0.022,0,11.925,0.440,0,8.584,,-1,,,,0.653,0.035,0,0.236,0.032,0,0.889,0.033,0,,,1.11702700,0.00003000,-0.00003000,0,2457311.230080,0.001071,-0.001108,0,,,,,0.0742000,0.0037000,-0.0033000,0,,,,,1.1100,0.3200,-0.2700,0,,,,,57.27000,26.37000,-18.47000,0,1.510,0.920,-0.780,0,16.900,10.300,-8.700,0,,,,,1
EPIC 217393088,2MASS J19174538-2039156,EPIC 217393088.01,,289.439117,0.000000,19h17m45.39s,-20.654375,0.000000,-20d39m15.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,7,,,,,,,,,,,,,,,,,,,,,,1.54,,,0,,,,,15.293,,0,16.398,0.120,0,15.575,0.110,0,,,,15.910,0.020,0,15.368,0.020,0,15.029,0.093,0,,,,14.279,0.030,0,13.965,0.028,0,13.971,0.051,0,13.842,0.029,0,13.942,0.040,0,11.729,,-1,8.661,,-1,0.823,0.163,0,0.314,0.041,0,-0.006,0.058,0,0.308,0.059,0,,,1.31947400,0.00002400,-0.00002400,0,2457311.668910,0.000723,-0.000730,0,,,,,0.1304000,0.0013000,-0.0013000,0,,,,,0.1600,0.1500,-0.1100,0,,,,,9.87000,0.15000,-0.08000,0,1.480,0.210,-0.180,0,16.600,2.400,-2.000,0,,,,,1
EPIC 220542353,2MASS J00585867+0743095,EPIC 220542353.01,,14.744520,0.000000,00h58m58.68s,7.719333,0.000000,+07d43m09.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,8,,,,,,,,,,,,,,,,,,,,,,1.91,,,0,,,,,8.837,,0,9.104,0.018,0,8.677,0.014,0,,,,9.562,0.010,0,9.255,0.020,0,8.525,0.040,0,,,,7.842,0.020,0,7.616,0.040,0,7.560,0.026,0,7.457,0.031,0,7.543,0.019,0,7.556,0.019,0,7.325,0.125,0,0.427,0.023,0,0.226,0.045,0,0.056,0.048,0,0.282,0.033,0,,,15.24659300,0.00004400,-0.00004300,0,2457401.782260,0.000112,-0.000114,0,,,,,0.1567000,0.0004000,-0.0004000,0,,,,,1.0600,0.1100,-0.0700,0,,,,,37.44000,9.47000,-5.31000,0,6.960,2.070,-1.350,0,78.000,23.200,-15.100,0,,,,,1
EPIC 220383386,2MASS J00345752+0422531,EPIC 220383386.01,HD 3167 b,8.739684,0.000000,00h34m57.52s,4.381468,0.000000,+04d22m53.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,8,,,,,,,,,,,,,,,,,,,,,,0.88,,,0,,,,,8.945,,0,9.767,0.023,0,8.941,0.015,0,,,,9.955,0.310,0,9.210,0.280,0,8.512,0.140,0,,,,7.548,0.032,0,7.203,0.038,0,7.066,0.020,0,6.942,0.053,0,7.090,0.020,0,7.054,0.018,0,7.065,0.144,0,0.826,0.027,0,0.345,0.050,0,0.137,0.043,0,0.482,0.038,0,,,0.95962800,0.00003200,-0.00003100,0,2457393.414980,0.001477,-0.001403,0,,,,,0.0687000,0.0021000,-0.0033000,0,,,,,0.4900,0.3300,-0.3300,0,,,,,1.83000,0.22000,-0.09000,0,0.160,0.020,-0.010,0,1.800,0.200,-0.100,0,,,,,1
EPIC 220383386,2MASS J00345752+0422531,EPIC 220383386.02,HD 3167 c,8.739684,0.000000,00h34m57.52s,4.381468,0.000000,+04d22m53.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,8,,,,,,,,,,,,,,,,,,,,,,0.88,,,0,,,,,8.945,,0,9.767,0.023,0,8.941,0.015,0,,,,9.955,0.310,0,9.210,0.280,0,8.512,0.140,0,,,,7.548,0.032,0,7.203,0.038,0,7.066,0.020,0,6.942,0.053,0,7.090,0.020,0,7.054,0.018,0,7.065,0.144,0,0.826,0.027,0,0.345,0.050,0,0.137,0.043,0,0.482,0.038,0,,,29.83983500,0.00259700,-0.00264500,0,2457394.988670,0.003194,-0.003201,0,,,,,0.2108000,0.0204000,-0.0071000,0,,,,,0.6300,0.2700,-0.4200,0,,,,,3.12000,0.51000,-0.24000,0,0.270,0.040,-0.030,0,3.000,0.500,-0.300,0,,,,,1
EPIC 220709978,2MASS J01055095+1145123,EPIC 220709978.01,K2-222 b,16.462280,0.000000,01h05m50.95s,11.753423,0.000000,+11d45m12.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,8,,,,,,,,,,,,,,,,,,,,,,0.96,,,0,,,,,9.443,,0,10.038,0.033,0,9.543,0.028,0,,,,9.923,0.030,0,9.377,0.040,0,9.237,0.020,0,,,,8.423,0.023,0,8.169,0.034,0,8.105,0.017,0,8.052,0.023,0,8.096,0.020,0,8.069,0.022,0,7.920,0.183,0,0.495,0.043,0,0.254,0.041,0,0.064,0.038,0,0.318,0.029,0,,,15.38679600,0.00182900,-0.00191200,0,2457399.065960,0.004595,-0.004334,0,,,,,0.1829000,0.0071000,-0.0067000,0,,,,,0.4700,0.3000,-0.3200,0,,,,,2.02000,0.22000,-0.10000,0,0.190,0.030,-0.020,0,2.100,0.300,-0.200,0,,,,,1
